               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 473,           0.0081758,           0.0047913,           0.0023887,               0.998,                   1,               0.995,              0.9772,           0.0043869,           0.0017563,           0.0010984,           0.0006544,           0.0006544,           0.0006544
                 474,           0.0079909,            0.004008,           0.0013116,             0.99802,                   1,               0.995,             0.97359,           0.0043827,           0.0017603,           0.0010927,           0.0006346,           0.0006346,           0.0006346
                 475,           0.0080646,           0.0046621,           0.0015535,               0.998,                   1,               0.995,             0.97463,           0.0043545,           0.0017588,           0.0010896,           0.0006148,           0.0006148,           0.0006148
                 476,           0.0078266,           0.0042747,           0.0025661,             0.99799,                   1,               0.995,             0.97473,           0.0043488,           0.0017546,           0.0010858,            0.000595,            0.000595,            0.000595
                 477,           0.0082041,           0.0042855,           0.0017148,             0.99802,                   1,               0.995,             0.97812,           0.0043594,           0.0017579,           0.0010822,           0.0005752,           0.0005752,           0.0005752
                 478,           0.0079467,           0.0041046,           0.0015313,             0.99801,                   1,               0.995,             0.97672,           0.0043885,           0.0017529,           0.0010781,           0.0005554,           0.0005554,           0.0005554
                 479,            0.007607,           0.0038768,           0.0019695,               0.998,                   1,               0.995,             0.97669,           0.0043511,           0.0017366,           0.0010743,           0.0005356,           0.0005356,           0.0005356
                 480,           0.0081528,            0.003593,           0.0021557,             0.99803,                   1,               0.995,             0.97009,           0.0044042,            0.001738,           0.0010707,           0.0005158,           0.0005158,           0.0005158
                 481,           0.0082389,           0.0040874,           0.0019487,             0.99803,                   1,               0.995,             0.97133,           0.0044672,           0.0017453,           0.0010685,            0.000496,            0.000496,            0.000496
                 482,           0.0074731,           0.0037691,            0.001504,             0.99799,                   1,               0.995,             0.96981,           0.0044751,           0.0017403,           0.0010654,           0.0004762,           0.0004762,           0.0004762
                 483,           0.0078084,           0.0040585,           0.0012806,             0.99803,                   1,               0.995,             0.97149,             0.00448,           0.0017413,           0.0010641,           0.0004564,           0.0004564,           0.0004564
                 484,           0.0074439,           0.0037101,           0.0013665,             0.99802,                   1,               0.995,             0.96959,           0.0045336,           0.0017483,           0.0010612,           0.0004366,           0.0004366,           0.0004366
                 485,             0.00837,           0.0048195,           0.0016769,             0.99802,                   1,               0.995,             0.97079,           0.0044988,           0.0017405,           0.0010593,           0.0004168,           0.0004168,           0.0004168
                 486,           0.0084773,           0.0042491,           0.0013881,             0.99805,                   1,               0.995,             0.97421,           0.0045287,           0.0017358,           0.0010559,            0.000397,            0.000397,            0.000397
                 487,           0.0072328,           0.0044768,           0.0014166,             0.99804,                   1,               0.995,             0.97405,            0.004457,           0.0017227,           0.0010542,           0.0003772,           0.0003772,           0.0003772
                 488,            0.007782,           0.0045852,           0.0013324,             0.99806,                   1,               0.995,             0.97702,           0.0043863,           0.0017038,           0.0010516,           0.0003574,           0.0003574,           0.0003574
                 489,           0.0081728,           0.0041878,           0.0015524,             0.99805,                   1,               0.995,             0.97734,           0.0043697,           0.0016943,           0.0010493,           0.0003376,           0.0003376,           0.0003376
                 490,           0.0077238,           0.0038613,           0.0016925,             0.99805,                   1,               0.995,             0.97847,           0.0043821,           0.0016893,           0.0010472,           0.0003178,           0.0003178,           0.0003178
                 491,           0.0081091,           0.0035014,           0.0015219,             0.99805,                   1,               0.995,              0.9769,           0.0043869,           0.0016859,            0.001045,            0.000298,            0.000298,            0.000298
                 492,           0.0077362,           0.0044105,            0.001659,             0.99807,                   1,               0.995,             0.97837,           0.0044094,           0.0016822,           0.0010424,           0.0002782,           0.0002782,           0.0002782
                 493,           0.0075605,           0.0039284,           0.0013461,             0.99807,                   1,               0.995,             0.97715,           0.0044078,           0.0016772,           0.0010403,           0.0002584,           0.0002584,           0.0002584
                 494,           0.0077404,            0.004489,           0.0016514,             0.99805,                   1,               0.995,             0.97726,           0.0043917,           0.0016693,           0.0010367,           0.0002386,           0.0002386,           0.0002386
                 495,           0.0075064,           0.0042094,           0.0014396,             0.99804,                   1,               0.995,              0.9775,           0.0043787,           0.0016635,           0.0010346,           0.0002188,           0.0002188,           0.0002188
                 496,           0.0072957,           0.0029333,           0.0012264,             0.99808,                   1,               0.995,             0.97475,           0.0043806,           0.0016624,           0.0010334,            0.000199,            0.000199,            0.000199
                 497,           0.0076295,           0.0050622,           0.0015504,             0.99807,                   1,               0.995,              0.9749,           0.0043825,            0.001661,           0.0010324,           0.0001792,           0.0001792,           0.0001792
                 498,           0.0074712,           0.0042662,           0.0013968,             0.99806,                   1,               0.995,             0.97356,           0.0043807,           0.0016595,           0.0010307,           0.0001594,           0.0001594,           0.0001594
                 499,           0.0081778,           0.0043503,           0.0013858,             0.99806,                   1,               0.995,             0.97525,           0.0043584,           0.0016541,           0.0010291,           0.0001396,           0.0001396,           0.0001396
